blocking_s,matching_s,tp,fp,pairs_no,recall,precision,replica,seed
3.0921967029571533,119.39852261543274,4983,2665,75121,0.9319244436132411,0.6515428870292888,1,20260907
3.086751699447632,114.08115553855896,4977,2646,76940,0.9308023190574154,0.6528925619834711,2,20260908
3.101649045944214,114.22794365882874,4977,2649,74357,0.9308023190574154,0.6526357199055861,3,20260909
3.0880637168884277,114.34358716011047,4977,2688,76588,0.9308023190574154,0.6493150684931507,4,20260910
3.0995888710021973,114.73342728614807,4975,2653,75189,0.9304282775388069,0.6522024121657053,5,20260911
3.1493332386016846,115.2529284954071,4979,2720,76317,0.9311763605760239,0.6467073645928043,6,20260912
3.0983033180236816,114.69562816619873,4988,2650,75277,0.9328595474097625,0.6530505367897356,7,20260913
3.1554369926452637,116.25321650505066,4978,2755,76229,0.9309893398167196,0.6437346437346437,8,20260914
3.1886379718780518,115.70645093917847,4970,2568,75685,0.9294931737422854,0.6593260811886442,9,20260915
3.0917563438415527,114.04840540885925,4978,2595,73568,0.9309893398167196,0.657335270038294,10,20260916
