blocking_s,matching_s,tp,fp,pairs_no,recall,precision,replica,seed
20.5341854095459,65.26337242126465,38662,34274,107177,0.9454429853520162,0.5300811670505648,1,20260907
20.70963144302368,63.8854296207428,38662,34646,107750,0.9454429853520162,0.5273912806242156,2,20260908
20.723305463790894,63.561999559402466,38662,34489,106997,0.9454429853520162,0.528523191754043,3,20260909
20.773005723953247,63.57314324378967,38662,34425,107079,0.9454429853520162,0.5289860029827466,4,20260910
20.762158632278442,63.848984241485596,38662,35111,108500,0.9454429853520162,0.5240670706084882,5,20260911
21.202221870422363,65.63914275169373,38662,34224,107029,0.9454429853520162,0.5304448042148012,6,20260912
21.155856609344482,65.35140323638916,38662,34285,106827,0.9454429853520162,0.5300012337724649,7,20260913
21.16627335548401,65.6869568824768,38662,34536,107351,0.9454429853520162,0.5281838301592939,8,20260914
21.150409698486328,65.11210989952087,38662,34627,107510,0.9454429853520162,0.5275280055670019,9,20260915
21.110093355178833,65.34469223022461,38662,35131,108403,0.9454429853520162,0.5239250335397666,10,20260916
