blocking_s,matching_s,tp,fp,pairs_no,recall,precision,replica,seed
210.84195756912231,815.9780185222626,20578,11185,42793,0.10636274357781568,0.6478607184459906,1,20260907
210.86162877082825,809.0591011047363,20578,11164,42734,0.10636274357781568,0.6482893327452587,2,20260908
210.85755324363708,808.7847640514374,20578,11149,42748,0.10636274357781568,0.6485958332020046,3,20260909
211.08240866661072,808.8635606765747,20578,11111,42624,0.10636274357781568,0.6493735996718104,4,20260910
210.86466908454895,808.1046311855316,20578,11173,42484,0.10636274357781568,0.6481055714780637,5,20260911
210.76769065856934,808.4440548419952,20578,11239,42814,0.10636274357781568,0.6467611654147154,6,20260912
210.3545684814453,808.305789232254,20578,11163,42610,0.10636274357781568,0.6483097570964999,7,20260913
210.45329523086548,806.6958246231079,20578,11169,42831,0.10636274357781568,0.6481872302894762,8,20260914
209.13252782821655,804.0309975147247,20578,11176,42849,0.10636274357781568,0.6480443408704415,9,20260915
210.07549619674683,806.3427584171295,20578,11283,42955,0.10636274357781568,0.6458679890775556,10,20260916
